Ship_Status,NDR_Remarks,Total_Attempts,AWB
Exception,Unable to attempt delivery due to operational issues,Attempt 2,STLC8000202352
RTO,Rejected,Attempt 2,STLC8000202222
RTO,Rejected,Attempt 2,STLC8000201047
Out For Delivery,Delivery attempt failed(No response from customer),Attempt 2,STLC8000202815
RTO,Cancelled by customer,Attempt 1,SF913604728NIM
Out For Delivery,Delivery attempt failed(No response from customer),Attempt 2,STLC8000202999
Delivered,Undelivered. (Rescheduled to: 2024-01-15 00:00:00.0),Attempt 2,STLC8000187979
RTO,Rejected,Attempt 2,STLC8000202569
Out For Delivery,Customer Not Responding,Attempt 2,STLC8000202366
RTO,Rejected,Attempt 2,STLC8000200072
Out For Delivery,Delivery attempt failed(No response from customer),Attempt 2,STLC8000203095
RTO,Rejected,Attempt 2,STLC8000201091
RTO,Rejected,Attempt 2,STLC8000195704
Exception,Rejected,Attempt 1,STLC8000200468
RTO,Rejected,Attempt 2,STLC8000201955
In Transit,2405 - Address not locatable and Addressee not contactable,Attempt 1,412003364524
Exception,Delivery attempt failed(Customer rejected),Attempt 3,STLC8000201376
RTO,Rejected,Attempt 1,STLC8000198656
Exception,Rejected,Attempt 2,STLC8000202266
Exception,Rejected,Attempt 2,STLC8000202874
Exception,Your order could not be delivered today and will be delivered in the next 3 days.,Attempt 1,STLC8000202209
Delivered,Unable to attempt delivery due to operational issues,Attempt 1,STLC8000201564
In Transit,2405 - Address not locatable and Addressee not contactable,Attempt 3,412003364213
Out For Delivery,Undelivered. (Rescheduled to: 2024-01-16 00:00:00.0),Attempt 2,STLC8000202108
RTO,Delivery attempt failed(Customer rejected),Attempt 3,STLC8000202418
Out For Delivery,Undelivered. (Rescheduled to: 2024-01-16 00:00:00.0),Attempt 2,STLC8000201901
RTO,Rejected,Attempt 2,STLC8000201145
Exception,Undelivered. (Rescheduled to: 2024-01-16 00:00:00.0),Attempt 2,STLC8000200358
RTO,Rejected,Attempt 2,STLC8000200950
RTO,Rejected,Attempt 2,STLC8000203021
Exception,Undelivered. (Rescheduled to: 2024-01-16 00:00:00.0),Attempt 2,STLC8000203347
Exception,Rejected,Attempt 2,STLC8000199837
Out For Delivery,Undelivered due to incomplete address,Attempt 2,STLC8000201857
Out For Delivery,2405 - Address not locatable and Addressee not contactable,Attempt 2,412003297656
Out For Delivery,Request for reschedule,Attempt 1,STLC8000200036
Out For Delivery,331 - Consignee requested for future delivery ,Attempt 2,412003362832
Exception,Undelivered. (Rescheduled to: 2024-01-17 00:00:00.0),Attempt 1,STLC8000201426
RTO,Delivery attempt failed(Customer rejected),Attempt 3,STLC8000202460
Exception,Delivery attempt failed(Customer rejected),Attempt 3,STLC8000201664
Exception,Rejected,Attempt 3,STLC8000202254
RTO,Rejected,Attempt 2,STLC8000201194
Out For Delivery,Undelivered. (Rescheduled to: 2024-01-16 00:00:00.0),Attempt 3,STLC8000203151
RTO,Delivery attempt failed(Customer rejected),Attempt 3,STLC8000203103
RTO,Delivery attempt failed(Customer rejected),Attempt 3,STLC8000202187
RTO,Rejected,Attempt 3,STLC8000202323
In Transit,210 - Shipment attempted - Customer refused to accept,Attempt 1,412003364702
RTO,Rejected,Attempt 2,STLC8000200318
RTO,Rejected,Attempt 2,STLC8000202921
Out For Delivery,Delivery attempt failed(Customer rejected),Attempt 3,STLC8000197752
Exception,Undelivered. (Rescheduled to: 2024-01-17 00:00:00.0),Attempt 3,STLC8000202064
Exception,Undelivered. (Rescheduled to: 2024-01-15 00:00:00.0),Attempt 3,STLC8000200188
Exception,Delivery attempt failed(Customer rejected),Attempt 3,STLC8000202724
RTO,Rejected,Attempt 3,STLC8000202509
RTO,Rejected,Attempt 3,STLC8000201696
Exception,Delivery attempt failed(No response from customer),Attempt 3,STLC8000188563
RTO,Rejected,Attempt 2,STLC8000203149
Out For Delivery,Delivery attempt failed(No response from customer),Attempt 2,STLC8000201513
RTO,Rejected,Attempt 2,STLC8000202604
In Transit,2405 - Address not locatable and Addressee not contactable,Attempt 3,412003364929
Exception,Rejected,Attempt 1,STOC9000746866
RTO,Rejected,Attempt 1,STOC9000744564
RTO,Request for reschedule,Attempt 3,STOC9000745786
In Transit,210 - Customer Refused Delivery at Doorstep,Attempt 2,412003364956
Delivered,Customer Not Responding,Attempt 1,STOC9000745678
RTO,Rejected,Attempt 1,STOC9000745229
RTO,Rejected,Attempt 1,STOC9000747086
RTO,Rejected,Attempt 1,STOC9000746942
RTO,Rejected,Attempt 1,STOC9000745419
RTO,Rejected,Attempt 1,STOC9000746908
RTO,Rejected,Attempt 1,STOC9000746853
Exception,Rejected,Attempt 1,STOC9000746309
Delivered,Request for reschedule,Attempt 1,STOC9000744448
RTO,Rejected,Attempt 1,STOC9000746448
RTO,Customer Not Responding,Attempt 3,STOC9000746536
RTO,Rejected,Attempt 1,STOC9000746002
RTO,Rejected,Attempt 1,STOC9000746000
RTO,Rejected,Attempt 2,STOC9000746012
RTO,Rejected,Attempt 1,STOC9000738806
RTO,Rejected,Attempt 1,STOC9000743360
Out For Delivery,Customer Not Responding,Attempt 2,STOC9000744080
RTO,Rejected,Attempt 1,STOC9000746666
Out For Delivery,Request for reschedule,Attempt 2,STOC9000746344
RTO,Rejected,Attempt 1,STOC9000746403
RTO,Rejected,Attempt 1,STOC9000744581
Exception,2405 - Address not locatable and Addressee not contactable,Attempt 2,412003365396
RTO,Request for reschedule,Attempt 3,STOC9000746187
RTO,Rejected,Attempt 1,STOC9000746696
RTO,Rejected,Attempt 1,STOC9000746614
Delivered,Customer Not Responding,Attempt 1,STOC9000746442
Out For Delivery,Request for reschedule,Attempt 1,STOC9000745984
RTO,Rejected,Attempt 1,STOC9000746480
RTO,Request for reschedule,Attempt 3,STOC9000746064
Exception,Rejected,Attempt 1,STOC9000746458
Exception,Rejected,Attempt 1,STOC9000742610
RTO,Incomplete Address,Attempt 3,STOC9000745937
Out For Delivery,Request for reschedule,Attempt 1,STOC9000745114
In Transit,2405 - Address not locatable and Addressee not contactable,Attempt 1,412003365226
RTO,Rejected,Attempt 1,STOC9000740621
RTO,Request for reschedule,Attempt 3,STOC9000746230
RTO,Customer Not Responding,Attempt 2,STOC9000746338
RTO,Rejected,Attempt 1,STOC9000746008
RTO,Rejected,Attempt 1,STOC9000746390
Exception,210 - Customer Refused Delivery at Doorstep,Attempt 2,412003360525
Delivered,Request for reschedule,Attempt 1,STOC9000745536
Exception,Rejected,Attempt 2,STOC9000746305
Delivered,Customer Not Responding,Attempt 1,STOC9000743209
Out For Delivery,Customer Not Responding,Attempt 1,STOC9000746266
RTO,Rejected,Attempt 1,STOC9000746535
RTO,Rejected,Attempt 1,STOC9000745886
RTO,Rejected,Attempt 1,STOC9000744997
RTO,Rejected,Attempt 1,STOC9000746456
Out For Delivery,Request for reschedule,Attempt 2,STOC9000745212
RTO,Rejected,Attempt 1,STOC9000746386
RTO,Rejected,Attempt 1,STOC9000746409
RTO,Rejected,Attempt 1,STOC9000746600
RTO,Rejected,Attempt 1,STOC9000746580
Exception,Rejected,Attempt 1,STOC9000741505
Exception,Rejected,Attempt 1,STOC9000746516
RTO,Rejected,Attempt 1,STOC9000724251
RTO,Rejected,Attempt 1,STOC9000743005
RTO,Rejected,Attempt 1,STOC9000746708
Delivered,Request for reschedule,Attempt 1,STOC9000745674
Out For Delivery,Request for reschedule,Attempt 1,STOC9000746405
RTO,Rejected,Attempt 2,STOC9000746570
Exception,Rejected,Attempt 1,STOC9000746141
RTO,Rejected,Attempt 1,STOC9000740033
RTO,Rejected,Attempt 3,STOC9000744851
RTO,Rejected,Attempt 1,STOC9000746117
RTO,Rejected,Attempt 1,STOC9000743444
RTO,Rejected,Attempt 1,STOC9000747015
Exception,Rejected,Attempt 1,STOC9000742573
RTO,Rejected,Attempt 2,STOC9000746432
RTO,Rejected,Attempt 1,STOC9000746097
Out For Delivery,210 - Customer Refused Delivery at Doorstep,Attempt 2,412003363211
Out For Delivery,Request for reschedule,Attempt 3,STOC9000745408
Out For Delivery,Customer Not Responding,Attempt 1,STOC9000746460
RTO,Rejected,Attempt 1,STOC9000746951
Exception,Rejected,Attempt 2,STOC9000747253
RTO,Rejected,Attempt 1,STOC9000746710
RTO,Rejected,Attempt 1,STOC9000744536
Delivered,Request for reschedule,Attempt 2,STOC9000745732
RTO,Rejected,Attempt 1,STOC9000745517
In Transit,2405 - Address not locatable and Addressee not contactable,Attempt 1,412003363542
In Transit,2405 - Address not locatable and Addressee not contactable,Attempt 1,412003364493
Out For Delivery,Customer Not Responding,Attempt 1,STOC9000745877
RTO,Rejected,Attempt 1,STOC9000745939
RTO,Request for reschedule,Attempt 3,STOC9000745752
Out For Delivery,210 - Customer Refused Delivery at Doorstep,Attempt 1,412003364792
RTO,Rejected,Attempt 2,STOC9000745078
Out For Delivery,Customer Not Responding,Attempt 1,STOC9000746250
RTO,Rejected,Attempt 1,STOC9000685642
RTO,Rejected,Attempt 1,STOC9000745691
Delivered,Request for reschedule,Attempt 2,STOC9000746581
Out For Delivery,Request for reschedule,Attempt 1,STOC9000746022
RTO,Rejected,Attempt 1,STOC9000746264
RTO,Rejected,Attempt 2,STOC9000746501
RTO,Rejected,Attempt 1,STOC9000746664
RTO,Rejected,Attempt 1,STOC9000746841
RTO,Rejected,Attempt 3,STOC9000745421
RTO,Request for reschedule,Attempt 3,STOC9000746611
RTO,Rejected,Attempt 1,STOC9000745801
Delivered,Customer Not Responding,Attempt 1,STOC9000744588
RTO,Rejected,Attempt 2,STOC9000746704
RTO,Rejected,Attempt 1,STOC9000745572
RTO,Rejected,Attempt 2,STOC9000746888
RTO,Customer Not Responding,Attempt 3,STOC9000744189
RTO,Rejected,Attempt 1,STOC9000746498
Out For Delivery,Request for reschedule,Attempt 1,STOC9000745186
RTO,Rejected,Attempt 1,STOC9000740872
RTO,Rejected,Attempt 1,STOC9000746345
Out For Delivery,Customer Not Responding,Attempt 1,STOC9000746771
RTO,Rejected,Attempt 1,STOC9000744591
Exception,Rejected,Attempt 1,STOC9000747008
Delivered,Request for reschedule,Attempt 1,STOC9000745948
RTO,Rejected,Attempt 1,STOC9000746010
RTO,Customer Not Responding,Attempt 3,STOC9000747046
RTO,Rejected,Attempt 1,STOC9000747322
Delivered,Request for reschedule,Attempt 1,STOC9000745372
RTO,Rejected,Attempt 1,STOC9000745293
RTO,Rejected,Attempt 1,STOC9000744690
RTO,Rejected,Attempt 1,STOC9000746310
Delivered,Request for reschedule,Attempt 1,STOC9000746226
RTO,Rejected,Attempt 1,STOC9000746840
RTO,Rejected,Attempt 1,STOC9000745708
Out For Delivery,Customer Not Responding,Attempt 1,STOC9000746110
RTO,Rejected,Attempt 1,STOC9000746917
RTO,331 - Consignee requested for future delivery ,Attempt 1,412003364444
RTO,Rejected,Attempt 1,STOC9000739667
Delivered,Request for reschedule,Attempt 1,STOC9000746988
Delivered,Request for reschedule,Attempt 1,STOC9000746176
RTO,Rejected,Attempt 1,STOC9000746286
RTO,Rejected,Attempt 2,STOC9000746323
RTO,Rejected,Attempt 1,STOC9000744703
Out For Delivery,Customer Not Responding,Attempt 1,STOC9000746487
Out For Delivery,210 - Customer Refused Delivery at Doorstep,Attempt 1,412003363589
RTO,Rejected,Attempt 1,STOC9000746564
RTO,Rejected,Attempt 1,STOC9000746736
RTO,Rejected,Attempt 1,STOC9000747019
RTO,Rejected,Attempt 1,STOC9000745468
Out For Delivery,Rejected,Attempt 2,STOC9000745836
RTO,Rejected,Attempt 2,STOC9000746895
Out For Delivery,Customer Not Responding,Attempt 2,STOC9000746514
RTO,Rejected,Attempt 1,STOC9000743616
Out For Delivery,2405 - Address not locatable and Addressee not contactable,Attempt 1,412003364825
RTO,Rejected,Attempt 1,STOC9000746062
RTO,Rejected,Attempt 1,STOC9000746174
Exception,Rejected,Attempt 1,STOC9000746741
RTO,Customer Not Responding,Attempt 3,STOC9000745208
RTO,Rejected,Attempt 1,STOC9000744572
RTO,Rejected,Attempt 1,STOC9000747333
RTO,Rejected,Attempt 2,STOC9000746324
RTO,Rejected,Attempt 1,STOC9000746955
RTO,Rejected,Attempt 1,STOC9000734993
Out For Delivery,Request for reschedule,Attempt 2,STOC9000746524
RTO,Rejected,Attempt 1,STOC9000746941
In Transit,2405 - Address not locatable and Addressee not contactable,Attempt 1,412003360876
RTO,Rejected,Attempt 1,STOC9000746241
RTO,Customer Not Responding,Attempt 3,STOC9000746394
RTO,Rejected,Attempt 2,STOC9000742912
RTO,Rejected,Attempt 3,STOC9000747078
RTO,Request for reschedule,Attempt 3,STOC9000746244
RTO,Rejected,Attempt 1,STOC9000746185
RTO,Rejected,Attempt 1,STOC9000744366
RTO,Customer Not Responding,Attempt 3,STOC9000746712
Exception,Rejected,Attempt 1,STOC9000745403
RTO,Request for reschedule,Attempt 3,STOC9000745782
RTO,Rejected,Attempt 1,STOC9000746569
RTO,Request for reschedule,Attempt 3,STOC9000746341
Exception,Rejected,Attempt 1,STOC9000745350
RTO,Rejected,Attempt 3,STOC9000747121
RTO,Rejected,Attempt 1,STOC9000746365
Out For Delivery,Request for reschedule,Attempt 3,STOC9000745842
RTO,Rejected,Attempt 1,STOC9000746944
RTO,Rejected,Attempt 1,STOC9000742768
RTO,Rejected,Attempt 2,STOC9000741807
RTO,Rejected,Attempt 1,STOC9000744698
Exception,Rejected,Attempt 1,STOC9000746681
RTO,Customer Not Responding,Attempt 3,STOC9000746824
In Transit,2405 - Address not locatable and Addressee not contactable,Attempt 3,412003365250
Exception,Rejected,Attempt 1,STOC9000747362
RTO,Rejected,Attempt 1,STOC9000742899
Exception,Rejected,Attempt 1,STOC9000746728
RTO,Customer Not Responding,Attempt 3,STOC9000745683
RTO,Rejected,Attempt 2,STOC9000744202
Out For Delivery,Incomplete Address,Attempt 3,STOC9000745781
Exception,Rejected,Attempt 3,STOC9000746667
RTO,Rejected,Attempt 1,STOC9000746413
RTO,Customer Not Responding,Attempt 3,STOC9000747311
In Transit,Request for reschedule,Attempt 3,STOC9000745999
RTO,Rejected,Attempt 1,STOC9000744993
Exception,Rejected,Attempt 1,STOC9000747385
In Transit,2405 - Address not locatable and Addressee not contactable,Attempt 2,412003364373
Out For Delivery,210 - Customer Refused Delivery at Doorstep,Attempt 1,412003363525
RTO,Rejected,Attempt 2,STOC9000747163
RTO,Rejected,Attempt 1,STOC9000747406
Delivered,Request for reschedule,Attempt 1,STOC9000746172
RTO,Rejected,Attempt 1,STOC9000747207
Exception,Rejected,Attempt 2,STOC9000747351
RTO,Rejected,Attempt 1,STOC9000746613
RTO,Rejected,Attempt 1,STOC9000746891
In Transit,2405 - Address not locatable and Addressee not contactable,Attempt 1,412003364329
RTO,Rejected,Attempt 1,STOC9000746972
In Transit,2405 - Address not locatable and Addressee not contactable,Attempt 3,412003364925
Exception,Rejected,Attempt 3,STOC9000746522
Delivered,Request for reschedule,Attempt 1,STOC9000746874
Delivered,Request for reschedule,Attempt 1,STOC9000743576
RTO,Rejected,Attempt 1,STOC9000743099
RTO,Rejected,Attempt 1,STOC9000747044
RTO,Rejected,Attempt 1,STOC9000746146
RTO,70,Attempt 1,14227883282926
RTO,Rejected,Attempt 1,STOC9000745723
Out For Delivery,Request for reschedule,Attempt 1,STOC9000745951
RTO,Customer Not Responding,Attempt 3,STOC9000747290
Exception,Rejected,Attempt 2,STOC9000746873
Exception,Rejected,Attempt 1,STOC9000746785
RTO,Rejected,Attempt 1,STOC9000746790
RTO,Rejected,Attempt 1,STOC9000747017
RTO,Rejected,Attempt 1,STOC9000745076
RTO,Rejected,Attempt 1,STOC9000747543
Exception,2405 - Address not locatable and Addressee not contactable,Attempt 2,412003363734
Exception,2405 - Address not locatable and Addressee not contactable,Attempt 2,412003146636
RTO,Rejected,Attempt 1,STOC9000745370
RTO,Request for reschedule,Attempt 3,STOC9000746119
RTO,Rejected,Attempt 1,STOC9000747525
RTO,Rejected,Attempt 1,STOC9000746985
Exception,Rejected,Attempt 1,STOC9000746358
RTO,Rejected,Attempt 1,STOC9000730583
RTO,Rejected,Attempt 1,STOC9000747252
RTO,Rejected,Attempt 1,STOC9000747174
RTO,Rejected,Attempt 1,STOC9000742294
RTO,Rejected,Attempt 1,STOC9000746038
RTO,Rejected,Attempt 1,STOC9000747064
Out For Delivery,2405 - Address not locatable and Addressee not contactable,Attempt 1,412003364949
Out For Delivery,Request for reschedule,Attempt 2,STOC9000746621
Out For Delivery,Customer Not Responding,Attempt 1,STOC9000746445
RTO,Rejected,Attempt 1,STOC9000747293
RTO,Rejected,Attempt 1,STOC9000745762
RTO,Rejected,Attempt 1,STOC9000746541
RTO,Rejected,Attempt 1,STOC9000746400
Out For Delivery,Incomplete Address,Attempt 2,STOC9000745589
RTO,Rejected,Attempt 1,STOC9000747053
In Transit,2405 - Address not locatable and Addressee not contactable,Attempt 3,412003362424
RTO,Rejected,Attempt 1,STOC9000745976
Exception,Rejected,Attempt 1,STOC9000745465
In Transit,2405 - Address not locatable and Addressee not contactable,Attempt 1,412003363953
RTO,Rejected,Attempt 1,STOC9000746457
RTO,Rejected,Attempt 1,STOC9000747345
Exception,2405 - Address not locatable and Addressee not contactable,Attempt 1,412003365351
Exception,Rejected,Attempt 1,STOC9000746748
RTO,Rejected,Attempt 1,STOC9000746718
Delivered,Request for reschedule,Attempt 1,STOC9000744473
RTO,Rejected,Attempt 1,STOC9000746560
Delivered,Request for reschedule,Attempt 2,STOC9000745856
Out For Delivery,231 - Shipment attempted - Customer not available,Attempt 1,412003364536
RTO,Rejected,Attempt 3,STOC9000747001
Out For Delivery,Customer not available at given address and not reachable over phone,Attempt 1,14227883282899
RTO,Rejected,Attempt 1,STOC9000747321
RTO,Customer Not Responding,Attempt 3,STOC9000745914
In Transit,Request for reschedule,Attempt 1,STOC9000747394
RTO,Rejected,Attempt 1,STOC9000745647
In Transit,210 - Customer Refused Delivery at Doorstep,Attempt 2,412003365312
Delivered,Customer Not Responding,Attempt 1,STOC9000747389
Out For Delivery,Customer Not Responding,Attempt 1,STOC9000746732
RTO,Rejected,Attempt 3,STOC9000745330
In Transit,2405 - Address not locatable and Addressee not contactable,Attempt 3,412003365129
Out For Delivery,Customer Not Responding,Attempt 1,STOC9000746492
